SeasonStart,Tm,PlayerName,injuries_data
2014,NOP,Jason Smith,1
2014,NOP,Jrue Holiday,1
2014,TOR,DeMar DeRozan,1
2014,TOR,Patrick Patterson,1
2014,HOU,Francisco Garcia,1
2014,HOU,Greg Smith,1
2014,HOU,James Harden,1
2014,SAS,Manu Ginobili,1
2014,MIL,Ekpe Udoh,1
2014,MIL,John Henson,1
2014,MIL,O.J. Mayo,1
2014,MEM,Tony Allen,1
2014,DAL,Shawn Marion,1
2014,BRK,Andrei Kirilenko,1
2014,TOR,Dwight Buycks,1
2014,GSW,David Lee,1
2014,MIL,Ekpe Udoh,1
2014,MIL,John Henson,1
2014,MIL,O.J. Mayo,1
2014,CLE,Sergey Karasev,1
2014,MEM,Mike Conley Jr.,1
2014,MEM,Tony Allen,1
2014,BRK,Andray Blatche,1
2014,BRK,Andrei Kirilenko,1
2014,NOP,Jason Smith,1
2014,NOP,Jrue Holiday,1
2014,DET,Tony Mitchell,1
2014,TOR,Greivis Vasquez,1
2014,HOU,Francisco Garcia,1
2014,HOU,Greg Smith,1
2014,CLE,Anderson Varejao,1
2014,MIL,Ekpe Udoh,1
2014,MIL,O.J. Mayo,1
2014,MEM,Tony Allen,1
2014,DAL,Ricky Ledo,1
2014,BRK,Andray Blatche,1
2014,BRK,Andrei Kirilenko,1
2014,BRK,Joe Johnson,1
2014,NOP,Jason Smith,1
2014,NOP,Jrue Holiday,1
2014,DET,Chauncey Billups,1
2014,DET,Josh Harrellson,1
2014,TOR,Austin Daye,1
2014,ATL,John Jenkins,1
2014,ATL,John Jenkins,1
2014,GSW,Ognen Kuzmic,1
2014,MIL,Caron Butler,1
2014,MIL,Ekpe Udoh,1
2014,MIL,O.J. Mayo,1
2014,BOS,Vitor Faverani,1
2014,MEM,Tony Allen,1
2014,NOP,Jason Smith,1
2014,NOP,Jrue Holiday,1
2014,NOP,Tyreke Evans,1
2014,DET,Chauncey Billups,1
2014,TOR,Dwight Buycks,1
2014,HOU,Francisco Garcia,1
2014,HOU,Greg Smith,1
2014,WAS,Glen Rice Jr.,1
2014,CHI,Carlos Boozer,1
2014,SAS,Tony Parker,1
2014,SAS,Boris Diaw,1
2014,SAS,Tim Duncan,1
2014,GSW,Andrew Bogut,1
2014,GSW,David Lee,1
2014,GSW,Nemanja Nedovic,1
2014,CLE,Luol Deng,1
2014,BOS,Avery Bradley,1
2014,BOS,Rajon Rondo,1
2014,BRK,Kevin Garnett,1
2014,IND,Lance Stephenson,1
2014,IND,Orlando Johnson,1
2014,NOP,Jason Smith,1
2014,DET,Josh Harrellson,1
2014,OKC,Andre Roberson,1
2014,MIL,Ekpe Udoh,1
2014,MIL,Ersan Ilyasova,1
2014,MIL,Luke Ridnour,1
2014,MIL,O.J. Mayo,1
2014,MEM,Tony Allen,1
2014,HOU,Francisco Garcia,1
2014,HOU,Greg Smith,1
2014,HOU,Robert Covington,1
2014,SAS,Marco Belinelli,1
2014,SAS,Tiago Splitter,1
2014,GSW,Nemanja Nedovic,1
2014,CHI,Carlos Boozer,1
2014,MEM,Tony Allen,1
2014,NOP,Jason Smith,1
2014,MIL,Ersan Ilyasova,1
2014,MIL,Larry Sanders,1
2014,MIL,O.J. Mayo,1
2014,BOS,Avery Bradley,1
2014,BOS,Rajon Rondo,1
2014,NOP,Jason Smith,1
2014,TOR,Amir Johnson,1
2014,HOU,Greg Smith,1
2014,SAS,Tiago Splitter,1
2014,GSW,Jermaine O'Neal,1
2014,GSW,Nemanja Nedovic,1
2014,MIL,John Henson,1
2014,CHI,Carlos Boozer,1
2014,CLE,Anderson Varejao,1
2014,CLE,C.J. Miles,1
2014,MEM,Tony Allen,1
2014,MIA,Dwyane Wade,1
2014,POR,Joel Freeland,1
2014,MIL,Ekpe Udoh,1
2014,MIL,Larry Sanders,1
2014,MIL,O.J. Mayo,1
2014,CLE,Anderson Varejao,1
2014,BOS,Avery Bradley,1
2014,MEM,Tony Allen,1
2014,ATL,DeMarre Carroll,1
2014,MIA,James Jones,1
2014,DAL,Devin Harris,1
2014,NOP,Jason Smith,1
2014,HOU,Patrick Beverley,1
2014,SAS,Tony Parker,1
2014,SAS,Tiago Splitter,1
2014,GSW,Nemanja Nedovic,1
2014,MIL,Larry Sanders,1
2014,MIL,Ekpe Udoh,1
2014,MIL,Larry Sanders,1
2014,MEM,Tony Allen,1
2014,ATL,DeMarre Carroll,1
2014,IND,Solomon Hill,1
2014,DET,Charlie Villanueva,1
2014,DET,Chauncey Billups,1
2014,TOR,Austin Daye,1
2014,TOR,Dwight Buycks,1
2014,SAS,Tony Parker,1
2014,SAS,Tiago Splitter,1
2014,CLE,Sergey Karasev,1
2014,CLE,Anderson Varejao,1
2014,POR,LaMarcus Aldridge,1
2014,POR,Meyers Leonard,1
2014,CLE,Dion Waiters,1
2014,BOS,Avery Bradley,1
2014,ATL,Gustavo Ayon,1
2014,NOP,Jason Smith,1
2014,DET,Chauncey Billups,1
2014,HOU,Robert Covington,1
2014,HOU,Ronnie Brewer,1
2014,SAS,Aron Baynes,1
2014,SAS,Tim Duncan,1
2014,GSW,Nemanja Nedovic,1
2014,MIL,Brandon Knight,1
2014,MIL,Ekpe Udoh,1
2014,HOU,Ronnie Brewer,1
2014,GSW,Nemanja Nedovic,1
2014,POR,LaMarcus Aldridge,1
2014,CLE,Anderson Varejao,1
2014,CLE,C.J. Miles,1
2014,CLE,Dion Waiters,1
2014,BOS,Vitor Faverani,1
2014,ATL,Gustavo Ayon,1
2014,ATL,Jeff Teague,1
2014,DET,Tony Mitchell,1
2014,OKC,Kendrick Perkins,1
2014,MIL,Caron Butler,1
2014,MIL,Ekpe Udoh,1
2014,BOS,Jared Sullinger,1
2014,BOS,Rajon Rondo,1
2014,BOS,Vitor Faverani,1
2014,ATL,Gustavo Ayon,1
2014,ATL,Paul Millsap,1
2014,BRK,Marcus Thornton,1
2014,NOP,Jason Smith,1
2014,GSW,David Lee,1
2014,GSW,Nemanja Nedovic,1
2014,POR,LaMarcus Aldridge,1
2014,CHI,Jimmy Butler,1
2014,CLE,Anderson Varejao,1
2014,CLE,C.J. Miles,1
2014,CLE,Dion Waiters,1
2014,MIA,LeBron James,1
2014,MIA,LeBron James,1
2014,BRK,Kevin Garnett,1
2014,BRK,Marcus Thornton,1
2014,BRK,Shaun Livingston,1
2014,TOR,Julyan Stone,1
2014,OKC,Kendrick Perkins,1
2014,MIL,Caron Butler,1
2014,MIL,Ekpe Udoh,1
2014,BOS,Jared Sullinger,1
2014,BOS,Vitor Faverani,1
2014,NOP,Jason Smith,1
2014,GSW,David Lee,1
2014,GSW,Nemanja Nedovic,1
2014,GSW,Ognen Kuzmic,1
2014,WAS,Nene Hilario,1
2014,POR,LaMarcus Aldridge,1
2014,CHI,Jimmy Butler,1
2014,CLE,C.J. Miles,1
2014,CLE,Dion Waiters,1
2014,ATL,Gustavo Ayon,1
2014,ATL,Paul Millsap,1
2014,HOU,Greg Smith,1
2014,WAS,Kevin Seraphin,1
2014,WAS,Nene Hilario,1
2014,POR,LaMarcus Aldridge,1
2014,POR,Thomas Robinson,1
2014,CLE,C.J. Miles,1
2014,CLE,Dion Waiters,1
2014,BOS,Jared Sullinger,1
2014,BOS,Kelly Olynyk,1
2014,BOS,Vitor Faverani,1
2014,ATL,Gustavo Ayon,1
2014,ATL,Paul Millsap,1
2014,NOP,Jason Smith,1
2014,HOU,Greg Smith,1
2014,GSW,Nemanja Nedovic,1
2014,MIL,Ekpe Udoh,1
2014,WAS,Glen Rice Jr.,1
2014,WAS,Kevin Seraphin,1
2014,CLE,Anthony Bennett,1
2014,CLE,Dion Waiters,1
2014,BOS,Gerald Wallace,1
2014,MEM,Jamaal Franklin,1
2014,ATL,Gustavo Ayon,1
2014,NOP,Jason Smith,1
2014,NOP,Jrue Holiday,1
2014,HOU,Greg Smith,1
2014,GSW,Nemanja Nedovic,1
2014,POR,Thomas Robinson,1
2014,MIL,Ekpe Udoh,1
2014,CLE,C.J. Miles,1
2014,CLE,Dion Waiters,1
2014,BOS,Gerald Wallace,1
2014,BOS,Kelly Olynyk,1
2014,BOS,Vitor Faverani,1
2014,MIA,DeAndre Liggins,1
2014,MIA,James Jones,1
2014,BRK,Kevin Garnett,1
2014,IND,George Hill,1
2014,NOP,Jason Smith,1
2014,DET,Josh Harrellson,1
2014,HOU,Chandler Parsons,1
2014,HOU,Greg Smith,1
2014,WAS,Kevin Seraphin,1
2014,ATL,Paul Millsap,1
2014,IND,George Hill,1
2014,TOR,Terrence Ross,1
2014,SAS,Austin Daye,1
2014,OKC,Thabo Sefolosha,1
2014,GSW,Nemanja Nedovic,1
2014,MIL,Ekpe Udoh,1
2014,MEM,James Johnson,1
2014,MIA,Dwyane Wade,1
2014,BRK,Kevin Garnett,1
2014,NOP,Jason Smith,1
2014,WAS,Kevin Seraphin,1
2014,WAS,Martell Webster,1
2014,CLE,C.J. Miles,1
2014,BOS,Gerald Wallace,1
2014,MIA,Greg Oden,1
2014,NOP,Jason Smith,1
2014,MIL,Ekpe Udoh,1
2014,BOS,Gerald Wallace,1
2014,BOS,Vitor Faverani,1
2014,MEM,Zach Randolph,1
2014,ATL,Paul Millsap,1
2014,BRK,Kevin Garnett,1
2014,IND,C.J. Watson,1
2014,DET,Peyton Siva,1
2014,HOU,Greg Smith,1
2014,WAS,Kevin Seraphin,1
2014,WAS,Martell Webster,1
2014,MIA,DeAndre Liggins,1
2014,SAS,Jeff Pendergraph,1
2014,POR,Allen Crabbe,1
2014,MIL,Ekpe Udoh,1
2014,CLE,C.J. Miles,1
2014,BOS,Gerald Wallace,1
2014,BOS,Vitor Faverani,1
2014,ATL,Gustavo Ayon,1
2014,BRK,Kevin Garnett,1
2014,IND,C.J. Watson,1
2014,NOP,Jason Smith,1
2014,DET,Peyton Siva,1
2014,TOR,Julyan Stone,1
2014,GSW,Nemanja Nedovic,1
2014,MIL,Ekpe Udoh,1
2014,CLE,C.J. Miles,1
2014,CLE,Sergey Karasev,1
2014,SAS,Austin Daye,1
2014,BOS,Gerald Wallace,1
2014,BOS,Vitor Faverani,1
2014,NOP,Jason Smith,1
2014,DET,Peyton Siva,1
2014,TOR,Patrick Patterson,1
2014,BOS,Avery Bradley,1
2014,MIL,Ekpe Udoh,1
2014,CLE,Anthony Bennett,1
2014,MIA,Greg Oden,1
2014,BRK,Andrei Kirilenko,1
2014,BRK,Kevin Garnett,1
2014,MIL,Ersan Ilyasova,1
2014,BOS,Avery Bradley,1
2014,BOS,Vitor Faverani,1
2014,DAL,Jae Crowder,1
2014,IND,Ian Mahinmi,1
2014,DET,Peyton Siva,1
2014,POR,Mo Williams,1
2014,CLE,Anthony Bennett,1
2014,CLE,C.J. Miles,1
2014,BOS,Avery Bradley,1
2014,BOS,Rajon Rondo,1
2014,BOS,Vitor Faverani,1
2014,BRK,Kevin Garnett,1
2014,NOP,Eric Gordon,1
2014,NOP,Tyreke Evans,1
2014,DET,Peyton Siva,1
2014,POR,LaMarcus Aldridge,1
2014,POR,LaMarcus Aldridge,1
2014,POR,Mo Williams,1
2014,CLE,Anthony Bennett,1
2014,BOS,Vitor Faverani,1
2014,IND,Andrew Bynum,1
2014,NOP,Jason Smith,1
2014,TOR,Dwight Buycks,1
2014,MIA,Justin Hamilton,1
2014,BRK,Kevin Garnett,1
2014,IND,C.J. Watson,1
2014,DET,Peyton Siva,1
2014,POR,LaMarcus Aldridge,1
2014,MIL,Ersan Ilyasova,1
2014,CLE,Anthony Bennett,1
2014,BOS,Vitor Faverani,1
2014,DAL,Gal Mekel,1
2014,NOP,Jason Smith,1
2014,OKC,Russell Westbrook,1
2014,CHI,Tornike Shengelia,1
2014,CLE,Kyrie Irving,1
2014,BOS,Rajon Rondo,1
2014,BOS,Vitor Faverani,1
2014,IND,Andrew Bynum,1
2014,HOU,Dwight Howard,1
2014,HOU,Omri Casspi,1
2014,CLE,Kyrie Irving,1
2014,CLE,Luol Deng,1
2014,MIA,Dwyane Wade,1
2014,GSW,Andre Iguodala,1
2014,GSW,Andrew Bogut,1
2014,CHI,Tornike Shengelia,1
2014,BOS,Vitor Faverani,1
2014,MIA,Greg Oden,1
2014,MIA,LeBron James,1
2014,NOP,Anthony Davis,1
2014,NOP,Jason Smith,1
2014,DET,Andre Drummond,1
2014,DET,Peyton Siva,1
2014,TOR,Jonas Valanciunas,1
2014,CLE,C.J. Miles,1
2014,CLE,Luol Deng,1
2014,CLE,Sergey Karasev,1
2014,HOU,Dwight Howard,1
2014,OKC,Russell Westbrook,1
2014,GSW,Nemanja Nedovic,1
2014,WAS,Marcin Gortat,1
2014,CHI,Tornike Shengelia,1
2014,BOS,Vitor Faverani,1
2014,ATL,Kyle Korver,1
2014,MIA,Justin Hamilton,1
2014,DET,Peyton Siva,1
2014,TOR,Julyan Stone,1
2014,MIL,Nate Wolters,1
2014,CHI,Tornike Shengelia,1
2014,CLE,Anthony Bennett,1
2014,CLE,Luol Deng,1
2014,CLE,Sergey Karasev,1
2014,MIA,Dwyane Wade,1
2014,DAL,Gal Mekel,1
2014,NOP,Eric Gordon,1
2014,NOP,Jason Smith,1
2014,DET,Peyton Siva,1
2014,HOU,Dwight Howard,1
2014,SAS,Matt Bonner,1
2014,SAS,Tim Duncan,1
2014,MIL,Nate Wolters,1
2014,CLE,Anthony Bennett,1
2014,CLE,C.J. Miles,1
2014,CLE,Sergey Karasev,1
2014,ATL,Kyle Korver,1
2014,DAL,Gal Mekel,1
2014,MIL,Ersan Ilyasova,1
2014,MIL,Nate Wolters,1
2014,MEM,Tony Allen,1
2014,ATL,Kyle Korver,1
2014,MIA,Dwyane Wade,1
2014,BRK,Andrei Kirilenko,1
2014,NOP,Eric Gordon,1
2014,NOP,Jason Smith,1
2014,DET,Charlie Villanueva,1
2014,SAS,Tony Parker,1
2014,SAS,Danny Green,1
2014,SAS,Matt Bonner,1
2014,OKC,Russell Westbrook,1
2014,CLE,Anthony Bennett,1
2014,CLE,C.J. Miles,1
2014,CLE,Sergey Karasev,1
2014,DAL,Gal Mekel,1
2014,CLE,Anthony Bennett,1
2014,CLE,C.J. Miles,1
2014,CLE,Sergey Karasev,1
2014,BOS,Vitor Faverani,1
2014,ATL,Kyle Korver,1
2014,MIA,Ray Allen,1
2014,BRK,Andrei Kirilenko,1
2014,BRK,Marcus Thornton,1
2014,NOP,Austin Rivers,1
2014,NOP,Brian Roberts,1
2014,DET,Charlie Villanueva,1
2014,MIL,Ersan Ilyasova,1
2014,MIL,Nate Wolters,1
2014,MIL,O.J. Mayo,1
2014,ATL,Kyle Korver,1
2014,ATL,Pero Antic,1
2014,DAL,Gal Mekel,1
2014,CLE,C.J. Miles,1
2014,CLE,Sergey Karasev,1
2014,BOS,Vitor Faverani,1
2014,MIA,Greg Oden,1
2014,MIA,Mario Chalmers,1
2014,MIA,Ray Allen,1
2014,BRK,Andrei Kirilenko,1
2014,NOP,Brian Roberts,1
2014,NOP,Eric Gordon,1
2014,NOP,Jason Smith,1
2014,DET,Charlie Villanueva,1
2014,HOU,Patrick Beverley,1
2014,SAS,Danny Green,1
2014,OKC,Reggie Jackson,1
2014,GSW,David Lee,1
2014,GSW,Ognen Kuzmic,1
2014,MIA,Dwyane Wade,1
2014,MIL,Ersan Ilyasova,1
2014,MIL,Nate Wolters,1
2014,MIL,O.J. Mayo,1
2014,ATL,DeMarre Carroll,1
2014,ATL,Kyle Korver,1
2014,MIA,Dwyane Wade,1
2014,MIA,Mario Chalmers,1
2014,DAL,Gal Mekel,1
2014,NOP,Anthony Davis,1
2014,NOP,Eric Gordon,1
2014,NOP,Jason Smith,1
2014,DET,Charlie Villanueva,1
2014,HOU,Dwight Howard,1
2014,HOU,Patrick Beverley,1
2014,SAS,Danny Green,1
2014,CLE,Anthony Bennett,1
2014,CLE,C.J. Miles,1
2014,CLE,Sergey Karasev,1
2014,BOS,Vitor Faverani,1
2014,BRK,Andrei Kirilenko,1
2014,OKC,Reggie Jackson,1
2014,GSW,Andrew Bogut,1
2014,GSW,David Lee,1
2014,MIL,Ersan Ilyasova,1
2014,MIL,Nate Wolters,1
2014,BOS,Vitor Faverani,1
2014,MIA,Dwyane Wade,1
2014,NOP,Eric Gordon,1
2014,NOP,Jason Smith,1
2014,TOR,Dwight Buycks,1
2014,SAS,Aron Baynes,1
2014,DAL,Gal Mekel,1
2014,BRK,Andrei Kirilenko,1
2014,BRK,Marcus Thornton,1
2014,HOU,Dwight Howard,1
2014,HOU,Patrick Beverley,1
2014,HOU,Terrence Jones,1
2014,GSW,Andrew Bogut,1
2014,GSW,David Lee,1
2014,MIL,Ersan Ilyasova,1
2014,MIL,Nate Wolters,1
2014,MIL,O.J. Mayo,1
2014,CLE,Anderson Varejao,1
2014,CLE,Anthony Bennett,1
2014,CLE,C.J. Miles,1
2014,BOS,Avery Bradley,1
2014,BOS,Vitor Faverani,1
2014,MIA,Dwyane Wade,1
2014,BRK,Andrei Kirilenko,1
2014,IND,Solomon Hill,1
2014,NOP,Eric Gordon,1
2014,NOP,Jason Smith,1
2014,TOR,Kyle Lowry,1
2014,HOU,Dwight Howard,1
2014,HOU,Patrick Beverley,1
2014,SAS,Aron Baynes,1
2014,SAS,Austin Daye,1
2014,GSW,Andre Iguodala,1
2014,GSW,Andrew Bogut,1
2014,GSW,David Lee,1
2014,MIA,Ray Allen,1
2014,DAL,Gal Mekel,1
2014,SAS,Aron Baynes,1
2014,SAS,Austin Daye,1
2014,SAS,Manu Ginobili,1
2014,OKC,Reggie Williams,1
2014,MIL,Ekpe Udoh,1
2014,MIL,Ersan Ilyasova,1
2014,MIL,Nate Wolters,1
2014,MIL,O.J. Mayo,1
2014,CLE,C.J. Miles,1
2014,CLE,Sergey Karasev,1
2014,CLE,Will Bynum,1
2014,BOS,Avery Bradley,1
2014,BOS,Vitor Faverani,1
2014,MIA,Justin Hamilton,1
2014,DAL,Gal Mekel,1
2014,IND,Solomon Hill,1
2014,NOP,Eric Gordon,1
2014,NOP,Jason Smith,1
2014,TOR,Amir Johnson,1
2014,HOU,Dwight Howard,1
2014,HOU,Patrick Beverley,1
2014,OKC,Russell Westbrook,1
2014,OKC,Thabo Sefolosha,1
2014,GSW,Andrew Bogut,1
2014,GSW,David Lee,1
2014,MIL,Ekpe Udoh,1
2014,MIL,Ersan Ilyasova,1
2014,MIL,Miroslav Raduljica,1
2014,MIL,Nate Wolters,1
2014,MIL,O.J. Mayo,1
2014,CLE,Sergey Karasev,1
2014,BOS,Avery Bradley,1
2014,BOS,Kris Humphries,1
2014,BOS,Rajon Rondo,1
2014,BOS,Vitor Faverani,1
2014,BRK,Marquis Teague,1
2014,MEM,Tayshaun Prince,1
2014,ATL,Lou Williams,1
2014,MIA,Chris Andersen,1
2014,MIA,Justin Hamilton,1
2014,DAL,Gal Mekel,1
2014,IND,Solomon Hill,1
2014,NOP,Eric Gordon,1
2014,NOP,Jason Smith,1
2014,HOU,Dwight Howard,1
2014,HOU,Patrick Beverley,1
2014,SAS,Damion James,1
2014,OKC,Reggie Williams,1
2014,GSW,David Lee,1
2014,ATL,Lou Williams,1
2014,MIA,Udonis Haslem,1
2014,DAL,Gal Mekel,1
2014,BRK,Andray Blatche,1
2014,BRK,Kevin Garnett,1
2014,NOP,Ryan Anderson,1
2014,DET,Josh Smith,1
2014,HOU,Dwight Howard,1
2014,HOU,Patrick Beverley,1
2014,SAS,Tony Parker,1
2014,OKC,Russell Westbrook,1
2014,POR,Allen Crabbe,1
2014,POR,Mo Williams,1
2014,MIL,Ekpe Udoh,1
2014,MIL,Ersan Ilyasova,1
2014,MIL,Miroslav Raduljica,1
2014,MIL,Nate Wolters,1
2014,MIL,O.J. Mayo,1
2014,BOS,Kris Humphries,1
2014,BOS,Vitor Faverani,1
2014,ATL,Pero Antic,1
2014,MIA,Chris Andersen,1
2014,MIA,Udonis Haslem,1
2014,BRK,Andray Blatche,1
2014,BRK,Paul Pierce,1
2014,BRK,Shaun Livingston,1
2014,IND,David West,1
2014,IND,George Hill,1
2014,IND,Lance Stephenson,1
2014,IND,Paul George,1
2014,IND,Roy Hibbert,1
2014,NOP,Anthony Davis,1
2014,NOP,Eric Gordon,1
2014,NOP,Jason Smith,1
2014,DET,Josh Smith,1
2014,TOR,Julyan Stone,1
2014,HOU,Dwight Howard,1
2014,HOU,Patrick Beverley,1
2014,OKC,Andre Roberson,1
2014,OKC,Grant Jerrett,1
2014,WAS,Chris Singleton,1
2014,DAL,Gal Mekel,1
2014,SAS,Damion James,1
2014,GSW,David Lee,1
2014,MIL,Ekpe Udoh,1
2014,MIL,O.J. Mayo,1
2014,CLE,Luol Deng,1
2014,CLE,Scotty Hopson,1
2014,CLE,Sergey Karasev,1
2014,BOS,Rajon Rondo,1
2014,BOS,Vitor Faverani,1
2014,BRK,Alan Anderson,1
2014,BRK,Deron Williams,1
2014,BRK,Shaun Livingston,1
2014,IND,Solomon Hill,1
2014,NOP,Anthony Davis,1
2014,NOP,Eric Gordon,1
2014,NOP,Jason Smith,1
2014,DET,Josh Smith,1
2014,TOR,Dwight Buycks,1
2014,TOR,Landry Fields,1
2014,HOU,Dexter Pittman,1
2014,HOU,Patrick Beverley,1
2014,SAS,Manu Ginobili,1
2014,SAS,Matt Bonner,1
2014,SAS,Tim Duncan,1
2014,GSW,Andre Iguodala,1
2014,GSW,Jermaine O'Neal,1
2014,CLE,Anthony Bennett,1
